sample,total_count,population,count,percentage
sample00104,110049.0,monocyte,20200.0,18.3555
sample00104,110049.0,nk_cell,22843.0,20.7571
sample00105,97807.0,b_cell,10654.0,10.8929
sample00105,97807.0,cd4_t_cell,27062.0,27.6688
sample00105,97807.0,cd8_t_cell,20879.0,21.3471
sample00105,97807.0,monocyte,24268.0,24.8121
sample00105,97807.0,nk_cell,14944.0,15.2791
sample00106,93933.0,b_cell,10373.0,11.043
sample00106,93933.0,cd4_t_cell,31487.0,33.5207
sample00106,93933.0,cd8_t_cell,17211.0,18.3226
sample00106,93933.0,monocyte,19680.0,20.9511
sample00106,93933.0,nk_cell,15182.0,16.1626
sample00107,102371.0,b_cell,17623.0,17.2148
sample00107,102371.0,cd4_t_cell,41127.0,40.1745
sample00107,102371.0,cd8_t_cell,22928.0,22.397
sample00107,102371.0,monocyte,10158.0,9.9227
sample00107,102371.0,nk_cell,10535.0,10.291
sample00108,97245.0,b_cell,4983.0,5.1242
sample00108,97245.0,cd4_t_cell,26215.0,26.9577
sample00108,97245.0,cd8_t_cell,27559.0,28.3398
sample00108,97245.0,monocyte,21483.0,22.0916
sample00108,97245.0,nk_cell,17005.0,17.4868
sample00109,104944.0,b_cell,13509.0,12.8726
sample00109,104944.0,cd4_t_cell,37336.0,35.5771
sample00109,104944.0,cd8_t_cell,20448.0,19.4847
sample00109,104944.0,monocyte,14045.0,13.3833
sample00109,104944.0,nk_cell,19606.0,18.6823
sample00110,97311.0,b_cell,11477.0,11.7941
sample00110,97311.0,cd4_t_cell,34048.0,34.9889
sample00110,97311.0,cd8_t_cell,23447.0,24.0949
sample00110,97311.0,monocyte,14957.0,15.3703
sample00110,97311.0,nk_cell,13382.0,13.7518
sample00111,102821.0,b_cell,15992.0,15.5532
sample00111,102821.0,cd4_t_cell,35615.0,34.6379
sample00111,102821.0,cd8_t_cell,23376.0,22.7347
sample00111,102821.0,monocyte,12438.0,12.0968
sample00111,102821.0,nk_cell,15400.0,14.9775
sample00112,99754.0,b_cell,8100.0,8.12
sample00112,99754.0,cd4_t_cell,32544.0,32.6243
sample00112,99754.0,cd8_t_cell,25296.0,25.3584
sample00112,99754.0,monocyte,21547.0,21.6001
sample00112,99754.0,nk_cell,12267.0,12.2973
sample00113,108308.0,b_cell,8777.0,8.1037
sample00113,108308.0,cd4_t_cell,33746.0,31.1574
sample00113,108308.0,cd8_t_cell,28919.0,26.7007
sample00113,108308.0,monocyte,26475.0,24.4442
sample00113,108308.0,nk_cell,10391.0,9.5939
sample00114,106352.0,b_cell,13741.0,12.9203
sample00114,106352.0,cd4_t_cell,31383.0,29.5086
sample00114,106352.0,cd8_t_cell,28857.0,27.1335
sample00114,106352.0,monocyte,14283.0,13.4299
sample00114,106352.0,nk_cell,18088.0,17.0077
sample00115,92639.0,b_cell,5722.0,6.1767
sample00115,92639.0,cd4_t_cell,29410.0,31.7469
sample00115,92639.0,cd8_t_cell,23044.0,24.8751
sample00115,92639.0,monocyte,19301.0,20.8346
sample00115,92639.0,nk_cell,15162.0,16.3668
sample00116,99836.0,b_cell,6304.0,6.3144
sample00116,99836.0,cd4_t_cell,39506.0,39.5709
sample00116,99836.0,cd8_t_cell,18835.0,18.8659
sample00116,99836.0,monocyte,15765.0,15.7909
sample00116,99836.0,nk_cell,19426.0,19.4579
sample00117,93271.0,b_cell,8561.0,9.1786
sample00117,93271.0,cd4_t_cell,23471.0,25.1643
sample00117,93271.0,cd8_t_cell,28864.0,30.9464
sample00117,93271.0,monocyte,18522.0,19.8583
sample00117,93271.0,nk_cell,13853.0,14.8524
sample00118,96176.0,b_cell,8314.0,8.6446
sample00118,96176.0,cd4_t_cell,26165.0,27.2053
sample00118,96176.0,cd8_t_cell,28113.0,29.2308
sample00118,96176.0,monocyte,16145.0,16.7869
sample00118,96176.0,nk_cell,17439.0,18.1324
sample00119,109329.0,b_cell,10519.0,9.6214
sample00119,109329.0,cd4_t_cell,29357.0,26.852
sample00119,109329.0,cd8_t_cell,24245.0,22.1762
sample00119,109329.0,monocyte,29544.0,27.023
sample00119,109329.0,nk_cell,15664.0,14.3274
sample00120,99469.0,b_cell,5301.0,5.3293
sample00120,99469.0,cd4_t_cell,28293.0,28.444
sample00120,99469.0,cd8_t_cell,25850.0,25.988
sample00120,99469.0,monocyte,21026.0,21.1382
sample00120,99469.0,nk_cell,18999.0,19.1004
sample00121,100448.0,b_cell,6109.0,6.0818
sample00121,100448.0,cd4_t_cell,28027.0,27.902
sample00121,100448.0,cd8_t_cell,23796.0,23.6899
sample00121,100448.0,monocyte,23633.0,23.5276
sample00121,100448.0,nk_cell,18883.0,18.7988
sample00122,102361.0,b_cell,9758.0,9.5329
sample00122,102361.0,cd4_t_cell,31029.0,30.3133
sample00122,102361.0,cd8_t_cell,28775.0,28.1113
sample00122,102361.0,monocyte,21255.0,20.7647
sample00122,102361.0,nk_cell,11544.0,11.2777
sample00123,101404.0,b_cell,8588.0,8.4691
sample00123,101404.0,cd4_t_cell,29889.0,29.4752
sample00123,101404.0,cd8_t_cell,26624.0,26.2554
sample00123,101404.0,monocyte,19142.0,18.877
sample00123,101404.0,nk_cell,17161.0,16.9234
sample00124,91040.0,b_cell,7220.0,7.9306
sample00124,91040.0,cd4_t_cell,28332.0,31.1204
sample00124,91040.0,cd8_t_cell,23608.0,25.9315
sample00124,91040.0,monocyte,19553.0,21.4774
sample00124,91040.0,nk_cell,12327.0,13.5402
sample00125,108174.0,b_cell,18039.0,16.6759
sample00125,108174.0,cd4_t_cell,27052.0,25.0079
sample00125,108174.0,cd8_t_cell,34464.0,31.8598
sample00125,108174.0,monocyte,15254.0,14.1014
sample00125,108174.0,nk_cell,13365.0,12.3551
sample00126,93769.0,b_cell,8794.0,9.3784
sample00126,93769.0,cd4_t_cell,29419.0,31.3739
sample00126,93769.0,cd8_t_cell,21622.0,23.0588
sample00126,93769.0,monocyte,21082.0,22.4829
sample00126,93769.0,nk_cell,12852.0,13.706
sample00127,105638.0,b_cell,12536.0,11.8669
sample00127,105638.0,cd4_t_cell,24468.0,23.1621
sample00127,105638.0,cd8_t_cell,25347.0,23.9942
sample00127,105638.0,monocyte,23448.0,22.1966
sample00127,105638.0,nk_cell,19839.0,18.7802
sample00128,102875.0,b_cell,10257.0,9.9704
sample00128,102875.0,cd4_t_cell,24291.0,23.6122
sample00128,102875.0,cd8_t_cell,31155.0,30.2843
sample00128,102875.0,monocyte,20747.0,20.1672
sample00128,102875.0,nk_cell,16425.0,15.966
sample00129,97799.0,b_cell,8578.0,8.7711
sample00129,97799.0,cd4_t_cell,33812.0,34.573
sample00129,97799.0,cd8_t_cell,24695.0,25.2508
sample00129,97799.0,monocyte,18492.0,18.9082
sample00129,97799.0,nk_cell,12222.0,12.4971
sample00130,110509.0,b_cell,9491.0,8.5884
sample00130,110509.0,cd4_t_cell,29379.0,26.5852
sample00130,110509.0,cd8_t_cell,20874.0,18.889
sample00130,110509.0,monocyte,20808.0,18.8292
sample00130,110509.0,nk_cell,29957.0,27.1082
sample00131,94983.0,b_cell,13475.0,14.1867
sample00131,94983.0,cd4_t_cell,33782.0,35.5664
sample00131,94983.0,cd8_t_cell,19647.0,20.6848
sample00131,94983.0,monocyte,15810.0,16.6451
sample00131,94983.0,nk_cell,12269.0,12.917
sample00132,104383.0,b_cell,12071.0,11.5641
sample00132,104383.0,cd4_t_cell,37366.0,35.797
sample00132,104383.0,cd8_t_cell,22953.0,21.9892
sample00132,104383.0,monocyte,21155.0,20.2667
sample00132,104383.0,nk_cell,10838.0,10.3829
sample00133,103248.0,b_cell,8998.0,8.7149
sample00133,103248.0,cd4_t_cell,39154.0,37.9223
sample00133,103248.0,cd8_t_cell,30577.0,29.6151
sample00133,103248.0,monocyte,16209.0,15.6991
sample00133,103248.0,nk_cell,8310.0,8.0486
sample00134,94929.0,b_cell,5345.0,5.6305
sample00134,94929.0,cd4_t_cell,21093.0,22.2198
sample00134,94929.0,cd8_t_cell,19854.0,20.9146
sample00134,94929.0,monocyte,29206.0,30.7662
sample00134,94929.0,nk_cell,19431.0,20.469
sample00135,111728.0,b_cell,6364.0,5.696
sample00135,111728.0,cd4_t_cell,33379.0,29.8752
sample00135,111728.0,cd8_t_cell,30479.0,27.2796
sample00135,111728.0,monocyte,20034.0,17.931
sample00135,111728.0,nk_cell,21472.0,19.2181
sample00136,105539.0,b_cell,9477.0,8.9796
sample00136,105539.0,cd4_t_cell,36775.0,34.8449
sample00136,105539.0,cd8_t_cell,24510.0,23.2236
sample00136,105539.0,monocyte,19474.0,18.4519
sample00136,105539.0,nk_cell,15303.0,14.4999
sample00137,103610.0,b_cell,13112.0,12.6551
sample00137,103610.0,cd4_t_cell,34563.0,33.3587
sample00137,103610.0,cd8_t_cell,27662.0,26.6982
sample00137,103610.0,monocyte,18754.0,18.1006
sample00137,103610.0,nk_cell,9519.0,9.1873
sample00138,93142.0,b_cell,10705.0,11.4932
sample00138,93142.0,cd4_t_cell,26058.0,27.9766
sample00138,93142.0,cd8_t_cell,24949.0,26.786
sample00138,93142.0,monocyte,16855.0,18.096
sample00138,93142.0,nk_cell,14575.0,15.6482
sample00139,98502.0,b_cell,8256.0,8.3816
sample00139,98502.0,cd4_t_cell,32718.0,33.2156
sample00139,98502.0,cd8_t_cell,27913.0,28.3375
sample00139,98502.0,monocyte,15630.0,15.8677
sample00139,98502.0,nk_cell,13985.0,14.1977
sample00140,94698.0,b_cell,10349.0,10.9284
sample00140,94698.0,cd4_t_cell,23476.0,24.7904
sample00140,94698.0,cd8_t_cell,26253.0,27.7229
sample00140,94698.0,monocyte,17628.0,18.615
sample00140,94698.0,nk_cell,16992.0,17.9434
sample00141,103696.0,b_cell,4896.0,4.7215
sample00141,103696.0,cd4_t_cell,35662.0,34.3909
sample00141,103696.0,cd8_t_cell,28642.0,27.6211
sample00141,103696.0,monocyte,21325.0,20.5649
sample00141,103696.0,nk_cell,13171.0,12.7016
sample00142,98991.0,b_cell,10372.0,10.4777
sample00142,98991.0,cd4_t_cell,32331.0,32.6605
sample00142,98991.0,cd8_t_cell,26865.0,27.1388
sample00142,98991.0,monocyte,17299.0,17.4753
sample00142,98991.0,nk_cell,12124.0,12.2476
sample00143,95184.0,b_cell,7954.0,8.3564
sample00143,95184.0,cd4_t_cell,24873.0,26.1315
sample00143,95184.0,cd8_t_cell,32400.0,34.0393
sample00143,95184.0,monocyte,10588.0,11.1237
sample00143,95184.0,nk_cell,19369.0,20.349
sample00144,98439.0,b_cell,7857.0,7.9816
sample00144,98439.0,cd4_t_cell,27371.0,27.805
sample00144,98439.0,cd8_t_cell,37150.0,37.7391
sample00144,98439.0,monocyte,17879.0,18.1625
sample00144,98439.0,nk_cell,8182.0,8.3117
sample00145,96711.0,b_cell,9816.0,10.1498
sample00145,96711.0,cd4_t_cell,24589.0,25.4252
sample00145,96711.0,cd8_t_cell,27212.0,28.1374
sample00145,96711.0,monocyte,16550.0,17.1128
sample00145,96711.0,nk_cell,18544.0,19.1747
sample00146,108534.0,b_cell,1835.0,1.6907
sample00146,108534.0,cd4_t_cell,40424.0,37.2455
sample00146,108534.0,cd8_t_cell,32579.0,30.0173
sample00146,108534.0,monocyte,23790.0,21.9194
sample00146,108534.0,nk_cell,9906.0,9.1271
sample00147,107835.0,b_cell,9384.0,8.7022
sample00147,107835.0,cd4_t_cell,35855.0,33.2499
sample00147,107835.0,cd8_t_cell,27312.0,25.3276
sample00147,107835.0,monocyte,22359.0,20.7345
sample00147,107835.0,nk_cell,12925.0,11.9859
sample00148,95497.0,b_cell,12464.0,13.0517
sample00148,95497.0,cd4_t_cell,27844.0,29.1569
sample00148,95497.0,cd8_t_cell,24484.0,25.6385
sample00148,95497.0,monocyte,14080.0,14.7439
sample00148,95497.0,nk_cell,16625.0,17.4089
sample00149,106825.0,b_cell,7999.0,7.4879
sample00149,106825.0,cd4_t_cell,31822.0,29.7889
sample00149,106825.0,cd8_t_cell,30839.0,28.8687
sample00149,106825.0,monocyte,18064.0,16.9099
sample00149,106825.0,nk_cell,18101.0,16.9445
sample00150,90252.0,b_cell,6574.0,7.284
sample00150,90252.0,cd4_t_cell,30706.0,34.0225
sample00150,90252.0,cd8_t_cell,23193.0,25.698
sample00150,90252.0,monocyte,20545.0,22.764
sample00150,90252.0,nk_cell,9234.0,10.2314
sample00151,94188.0,b_cell,10045.0,10.6648
sample00151,94188.0,cd4_t_cell,19743.0,20.9613
sample00151,94188.0,cd8_t_cell,25079.0,26.6265
sample00151,94188.0,monocyte,17373.0,18.445
sample00151,94188.0,nk_cell,21948.0,23.3023
sample00152,101748.0,b_cell,10029.0,9.8567
sample00152,101748.0,cd4_t_cell,34480.0,33.8876
sample00152,101748.0,cd8_t_cell,23103.0,22.7061
sample00152,101748.0,monocyte,17901.0,17.5935
sample00152,101748.0,nk_cell,16235.0,15.9561
sample00153,105449.0,b_cell,12772.0,12.112
sample00153,105449.0,cd4_t_cell,30009.0,28.4583
sample00153,105449.0,cd8_t_cell,27496.0,26.0752
sample00153,105449.0,monocyte,16853.0,15.9821
sample00153,105449.0,nk_cell,18319.0,17.3724
sample00154,98244.0,b_cell,4851.0,4.9377
sample00154,98244.0,cd4_t_cell,29002.0,29.5204
sample00154,98244.0,cd8_t_cell,29394.0,29.9194
sample00154,98244.0,monocyte,14743.0,15.0065
sample00154,98244.0,nk_cell,20254.0,20.616
sample00155,98358.0,b_cell,9098.0,9.2499
sample00155,98358.0,cd4_t_cell,29519.0,30.0118
sample00155,98358.0,cd8_t_cell,31146.0,31.666
sample00155,98358.0,monocyte,13591.0,13.8179
sample00155,98358.0,nk_cell,15004.0,15.2545
sample00156,95669.0,b_cell,12105.0,12.653
sample00156,95669.0,cd4_t_cell,25294.0,26.4391
sample00156,95669.0,cd8_t_cell,22220.0,23.2259
sample00156,95669.0,monocyte,21973.0,22.9677
sample00156,95669.0,nk_cell,14077.0,14.7143
sample00157,107396.0,b_cell,12798.0,11.9166
sample00157,107396.0,cd4_t_cell,25824.0,24.0456
sample00157,107396.0,cd8_t_cell,29712.0,27.6658
sample00157,107396.0,monocyte,23759.0,22.1228
sample00157,107396.0,nk_cell,15303.0,14.2491
sample00158,99524.0,b_cell,9304.0,9.3485
sample00158,99524.0,cd4_t_cell,30837.0,30.9845
sample00158,99524.0,cd8_t_cell,28693.0,28.8302
sample00158,99524.0,monocyte,14471.0,14.5402
sample00158,99524.0,nk_cell,16219.0,16.2966
sample00159,108497.0,b_cell,10899.0,10.0454
sample00159,108497.0,cd4_t_cell,37159.0,34.2489
sample00159,108497.0,cd8_t_cell,30942.0,28.5188
sample00159,108497.0,monocyte,17569.0,16.1931
sample00159,108497.0,nk_cell,11928.0,10.9939
sample00160,108795.0,b_cell,4919.0,4.5213
sample00160,108795.0,cd4_t_cell,37824.0,34.7663
sample00160,108795.0,cd8_t_cell,30893.0,28.3956
sample00160,108795.0,monocyte,20129.0,18.5018
sample00160,108795.0,nk_cell,15030.0,13.815
sample00161,108402.0,b_cell,11706.0,10.7987
sample00161,108402.0,cd4_t_cell,27508.0,25.3759
sample00161,108402.0,cd8_t_cell,27113.0,25.0115
sample00161,108402.0,monocyte,18520.0,17.0846
sample00161,108402.0,nk_cell,23555.0,21.7293
sample00162,102499.0,b_cell,12077.0,11.7826
sample00162,102499.0,cd4_t_cell,34285.0,33.4491
sample00162,102499.0,cd8_t_cell,25698.0,25.0715
sample00162,102499.0,monocyte,15854.0,15.4675
sample00162,102499.0,nk_cell,14585.0,14.2294
sample00163,104732.0,b_cell,11351.0,10.8381
sample00163,104732.0,cd4_t_cell,37866.0,36.1551
sample00163,104732.0,cd8_t_cell,28692.0,27.3956
sample00163,104732.0,monocyte,18338.0,17.5095
sample00163,104732.0,nk_cell,8485.0,8.1016
sample00164,100756.0,b_cell,11872.0,11.7829
sample00164,100756.0,cd4_t_cell,29156.0,28.9372
sample00164,100756.0,cd8_t_cell,26866.0,26.6644
sample00164,100756.0,monocyte,24226.0,24.0442
sample00164,100756.0,nk_cell,8636.0,8.5712
sample00165,111486.0,b_cell,11804.0,10.5879
sample00165,111486.0,cd4_t_cell,35119.0,31.5008
sample00165,111486.0,cd8_t_cell,19245.0,17.2623
sample00165,111486.0,monocyte,21456.0,19.2455
sample00165,111486.0,nk_cell,23862.0,21.4036
sample00166,111770.0,b_cell,9198.0,8.2294
sample00166,111770.0,cd4_t_cell,33200.0,29.7039
sample00166,111770.0,cd8_t_cell,21433.0,19.176
sample00166,111770.0,monocyte,26183.0,23.4258
sample00166,111770.0,nk_cell,21756.0,19.465
sample00167,108425.0,b_cell,9538.0,8.7969
sample00167,108425.0,cd4_t_cell,26658.0,24.5866
sample00167,108425.0,cd8_t_cell,40134.0,37.0154
sample00167,108425.0,monocyte,19194.0,17.7026
sample00167,108425.0,nk_cell,12901.0,11.8985
sample00168,102412.0,b_cell,8186.0,7.9932
sample00168,102412.0,cd4_t_cell,30370.0,29.6547
sample00168,102412.0,cd8_t_cell,32947.0,32.171
sample00168,102412.0,monocyte,12267.0,11.9781
sample00168,102412.0,nk_cell,18642.0,18.2029
sample00169,93829.0,b_cell,8106.0,8.6391
sample00169,93829.0,cd4_t_cell,33236.0,35.4219
sample00169,93829.0,cd8_t_cell,23215.0,24.7418
sample00169,93829.0,monocyte,14590.0,15.5496
sample00169,93829.0,nk_cell,14682.0,15.6476
sample00170,98457.0,b_cell,7984.0,8.1091
sample00170,98457.0,cd4_t_cell,26639.0,27.0565
sample00170,98457.0,cd8_t_cell,25161.0,25.5553
sample00170,98457.0,monocyte,24495.0,24.8789
sample00170,98457.0,nk_cell,14178.0,14.4002
sample00171,92121.0,b_cell,11525.0,12.5107
sample00171,92121.0,cd4_t_cell,22299.0,24.2062
sample00171,92121.0,cd8_t_cell,23390.0,25.3905
sample00171,92121.0,monocyte,20789.0,22.5671
sample00171,92121.0,nk_cell,14118.0,15.3255
sample00172,94096.0,b_cell,11364.0,12.077
sample00172,94096.0,cd4_t_cell,28674.0,30.4731
sample00172,94096.0,cd8_t_cell,23176.0,24.6302
sample00172,94096.0,monocyte,19145.0,20.3462
sample00172,94096.0,nk_cell,11737.0,12.4734
sample00173,96509.0,b_cell,7082.0,7.3382
sample00173,96509.0,cd4_t_cell,28266.0,29.2885
sample00173,96509.0,cd8_t_cell,27520.0,28.5155
sample00173,96509.0,monocyte,23840.0,24.7024
sample00173,96509.0,nk_cell,9801.0,10.1555
sample00174,97817.0,b_cell,7405.0,7.5703
sample00174,97817.0,cd4_t_cell,32965.0,33.7007
sample00174,97817.0,cd8_t_cell,22137.0,22.631
sample00174,97817.0,monocyte,14505.0,14.8287
sample00174,97817.0,nk_cell,20805.0,21.2693
sample00175,107707.0,b_cell,11412.0,10.5954
sample00175,107707.0,cd4_t_cell,36667.0,34.0433
sample00175,107707.0,cd8_t_cell,23005.0,21.3589
sample00175,107707.0,monocyte,22975.0,21.331
sample00175,107707.0,nk_cell,13648.0,12.6714
sample00176,97220.0,b_cell,7371.0,7.5818
sample00176,97220.0,cd4_t_cell,31741.0,32.6486
sample00176,97220.0,cd8_t_cell,18491.0,19.0197
sample00176,97220.0,monocyte,26575.0,27.3349
sample00176,97220.0,nk_cell,13042.0,13.4149
sample00177,102788.0,b_cell,10580.0,10.293
sample00177,102788.0,cd4_t_cell,25468.0,24.7772
sample00177,102788.0,cd8_t_cell,30273.0,29.4519
sample00177,102788.0,monocyte,17846.0,17.3619
sample00177,102788.0,nk_cell,18621.0,18.1159
sample00178,109003.0,b_cell,11377.0,10.4373
sample00178,109003.0,cd4_t_cell,35564.0,32.6266
sample00178,109003.0,cd8_t_cell,18189.0,16.6867
sample00178,109003.0,monocyte,21281.0,19.5233
sample00178,109003.0,nk_cell,22592.0,20.726
sample00179,95383.0,b_cell,4366.0,4.5773
sample00179,95383.0,cd4_t_cell,26451.0,27.7314
sample00179,95383.0,cd8_t_cell,24940.0,26.1472
sample00179,95383.0,monocyte,23797.0,24.9489
sample00179,95383.0,nk_cell,15829.0,16.5952
sample00180,99526.0,b_cell,10632.0,10.6826
sample00180,99526.0,cd4_t_cell,34254.0,34.4171
sample00180,99526.0,cd8_t_cell,24728.0,24.8458
sample00180,99526.0,monocyte,18053.0,18.139
sample00180,99526.0,nk_cell,11859.0,11.9155
sample00181,106939.0,b_cell,9617.0,8.993
sample00181,106939.0,cd4_t_cell,36652.0,34.2737
sample00181,106939.0,cd8_t_cell,19948.0,18.6536
sample00181,106939.0,monocyte,20369.0,19.0473
sample00181,106939.0,nk_cell,20353.0,19.0323
sample00182,96513.0,b_cell,7927.0,8.2134
sample00182,96513.0,cd4_t_cell,43029.0,44.5836
sample00182,96513.0,cd8_t_cell,14677.0,15.2073
sample00182,96513.0,monocyte,18209.0,18.8669
sample00182,96513.0,nk_cell,12671.0,13.1288
sample00183,90271.0,b_cell,8354.0,9.2544
sample00183,90271.0,cd4_t_cell,24907.0,27.5914
sample00183,90271.0,cd8_t_cell,22921.0,25.3913
sample00183,90271.0,monocyte,15769.0,17.4685
sample00183,90271.0,nk_cell,18320.0,20.2944
sample00184,101853.0,b_cell,13752.0,13.5018
sample00184,101853.0,cd4_t_cell,29444.0,28.9083
sample00184,101853.0,cd8_t_cell,27317.0,26.82
sample00184,101853.0,monocyte,18862.0,18.5188
sample00184,101853.0,nk_cell,12478.0,12.251
sample00185,90312.0,b_cell,8199.0,9.0785
sample00185,90312.0,cd4_t_cell,30630.0,33.9158
sample00185,90312.0,cd8_t_cell,26342.0,29.1678
sample00185,90312.0,monocyte,13624.0,15.0855
sample00185,90312.0,nk_cell,11517.0,12.7525
sample00186,99781.0,b_cell,12451.0,12.4783
sample00186,99781.0,cd4_t_cell,21131.0,21.1774
sample00186,99781.0,cd8_t_cell,32194.0,32.2647
sample00186,99781.0,monocyte,19122.0,19.164
sample00186,99781.0,nk_cell,14883.0,14.9157
sample00187,97273.0,b_cell,13389.0,13.7644
sample00187,97273.0,cd4_t_cell,25999.0,26.7279
sample00187,97273.0,cd8_t_cell,22858.0,23.4988
sample00187,97273.0,monocyte,22047.0,22.6651
sample00187,97273.0,nk_cell,12980.0,13.3439
sample00188,93651.0,b_cell,10012.0,10.6908
sample00188,93651.0,cd4_t_cell,30565.0,32.6371
sample00188,93651.0,cd8_t_cell,20985.0,22.4077
sample00188,93651.0,monocyte,19179.0,20.4792
sample00188,93651.0,nk_cell,12910.0,13.7852
sample00189,92269.0,b_cell,7128.0,7.7252
sample00189,92269.0,cd4_t_cell,32117.0,34.808
sample00189,92269.0,cd8_t_cell,25593.0,27.7374
sample00189,92269.0,monocyte,17971.0,19.4767
sample00189,92269.0,nk_cell,9460.0,10.2526
sample00190,107702.0,b_cell,5835.0,5.4177
sample00190,107702.0,cd4_t_cell,30147.0,27.9911
sample00190,107702.0,cd8_t_cell,30522.0,28.3393
sample00190,107702.0,monocyte,27256.0,25.3069
sample00190,107702.0,nk_cell,13942.0,12.945
sample00191,97633.0,b_cell,10650.0,10.9082
sample00191,97633.0,cd4_t_cell,25785.0,26.4101
sample00191,97633.0,cd8_t_cell,30449.0,31.1872
sample00191,97633.0,monocyte,18500.0,18.9485
sample00191,97633.0,nk_cell,12249.0,12.546
sample00192,93422.0,b_cell,9491.0,10.1593
sample00192,93422.0,cd4_t_cell,29905.0,32.0107
sample00192,93422.0,cd8_t_cell,22342.0,23.9151
sample00192,93422.0,monocyte,19969.0,21.3751
sample00192,93422.0,nk_cell,11715.0,12.5399
sample00193,104288.0,b_cell,12614.0,12.0954
sample00193,104288.0,cd4_t_cell,33863.0,32.4707
sample00193,104288.0,cd8_t_cell,22778.0,21.8414
sample00193,104288.0,monocyte,17710.0,16.9818
sample00193,104288.0,nk_cell,17323.0,16.6107
sample00194,94766.0,b_cell,8249.0,8.7046
sample00194,94766.0,cd4_t_cell,32860.0,34.6749
sample00194,94766.0,cd8_t_cell,21040.0,22.2021
sample00194,94766.0,monocyte,17927.0,18.9171
sample00194,94766.0,nk_cell,14690.0,15.5013
sample00195,110093.0,b_cell,9581.0,8.7026
sample00195,110093.0,cd4_t_cell,31555.0,28.6621
sample00195,110093.0,cd8_t_cell,23430.0,21.282
sample00195,110093.0,monocyte,28496.0,25.8836
sample00195,110093.0,nk_cell,17031.0,15.4696
sample00196,106348.0,b_cell,5599.0,5.2648
sample00196,106348.0,cd4_t_cell,35171.0,33.0716
sample00196,106348.0,cd8_t_cell,22344.0,21.0103
sample00196,106348.0,monocyte,22474.0,21.1325
sample00196,106348.0,nk_cell,20760.0,19.5208
sample00197,105242.0,b_cell,11837.0,11.2474
sample00197,105242.0,cd4_t_cell,24501.0,23.2806
sample00197,105242.0,cd8_t_cell,33379.0,31.7164
sample00197,105242.0,monocyte,23036.0,21.8886
sample00197,105242.0,nk_cell,12489.0,11.8669
sample00198,112100.0,b_cell,11947.0,10.6574
